"","192","193","178","165","154","155","145","136","129","122","137","116","111","106","102","98","94","97","90","84","87","78","74","76","81","72","71","66","69","61","59","64","58","54","51","45","46","42","38","33","34","29","27","26","23","22","19","18","16","15","14","12","10","9","8","7","5","4"
"W2054171","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-21","mc94-21","mc97-20","mc90-26","mc84-12","mc87-25","mc78-26","mc74-29","mc76-28","mc81-23","mc72-27","mc71-33","mc66-31","mc69-28","mc61-30","mc59-30","mc64-32","mc58-34","mc54-36","mc51-36","mc45-34","mc46-41","mc42-31","mc38-24","mc33-43","mc34-56","mc29-73","mc27-46","mc26-72","mc23-83","mc22-95","mc19-84","mc18-105","mc16-123","mc15-94","mc14-85","mc12-130","mc10-173","mc9-197","mc8-272","mc7-359","mc5-385","mc4-235"
"W2054177","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-2","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-7","mc33-14","mc34-14","mc29-1","mc27-17","mc26-21","mc23-7","mc22-25","mc19-26","mc18-34","mc16-36","mc15-27","mc14-50","mc12-62","mc10-41","mc9-38","mc8-35","mc7-119","mc5-81","mc4-415"
"W2054179","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-22","mc72-28","mc71-25","mc66-29","mc69-26","mc61-39","mc59-25","mc64-31","mc58-30","mc54-44","mc51-34","mc45-49","mc46-39","mc42-24","mc38-36","mc33-35","mc34-63","mc29-26","mc27-45","mc26-71","mc23-95","mc22-97","mc19-86","mc18-94","mc16-139","mc15-83","mc14-151","mc12-118","mc10-151","mc9-192","mc8-174","mc7-232","mc5-355","mc4-262"
"W2054197","mc192-3","mc193-5","mc178-9","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-18","mc45-22","mc46-24","mc42-37","mc38-47","mc33-54","mc34-33","mc29-30","mc27-56","mc26-44","mc23-44","mc22-46","mc19-69","mc18-97","mc16-81","mc15-68","mc14-68","mc12-87","mc10-117","mc9-210","mc8-291","mc7-129","mc5-271","mc4-174"
"W2054201","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-19","mc81-11","mc72-19","mc71-18","mc66-21","mc69-15","mc61-24","mc59-21","mc64-14","mc58-19","mc54-25","mc51-26","mc45-24","mc46-18","mc42-51","mc38-58","mc33-65","mc34-41","mc29-32","mc27-78","mc26-42","mc23-78","mc22-77","mc19-62","mc18-57","mc16-78","mc15-119","mc14-134","mc12-173","mc10-80","mc9-141","mc8-237","mc7-159","mc5-239","mc4-254"
"W2054207","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-33","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-53","mc46-52","mc42-29","mc38-34","mc33-28","mc34-53","mc29-61","mc27-67","mc26-90","mc23-61","mc22-52","mc19-86","mc18-106","mc16-130","mc15-77","mc14-146","mc12-93","mc10-186","mc9-240","mc8-249","mc7-336","mc5-395","mc4-207"
"W2054210","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-16","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-26","mc42-36","mc38-42","mc33-49","mc34-26","mc29-39","mc27-64","mc26-35","mc23-32","mc22-32","mc19-46","mc18-45","mc16-43","mc15-44","mc14-65","mc12-166","mc10-137","mc9-93","mc8-110","mc7-177","mc5-268","mc4-306"
"W2054213","mc192-2","mc193-1","mc178-8","mc165-8","mc154-6","mc155-14","mc145-13","mc136-10","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-33","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-53","mc46-52","mc42-29","mc38-34","mc33-28","mc34-53","mc29-61","mc27-67","mc26-81","mc23-49","mc22-72","mc19-96","mc18-95","mc16-130","mc15-117","mc14-165","mc12-188","mc10-228","mc9-167","mc8-209","mc7-165","mc5-433","mc4-314"
"W2054218","mc192-4","mc193-4","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-11","mc122-17","mc137-17","mc116-16","mc111-16","mc106-14","mc102-21","mc98-21","mc94-16","mc97-9","mc90-24","mc84-13","mc87-24","mc78-26","mc74-11","mc76-21","mc81-17","mc72-18","mc71-31","mc66-32","mc69-29","mc61-33","mc59-22","mc64-28","mc58-21","mc54-30","mc51-44","mc45-38","mc46-46","mc42-56","mc38-62","mc33-72","mc34-36","mc29-50","mc27-85","mc26-58","mc23-74","mc22-38","mc19-36","mc18-56","mc16-40","mc15-67","mc14-62","mc12-150","mc10-121","mc9-96","mc8-195","mc7-153","mc5-243","mc4-74"
"W2054219","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-10","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-16","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-37","mc38-47","mc33-52","mc34-29","mc29-34","mc27-59","mc26-37","mc23-37","mc22-35","mc19-41","mc18-50","mc16-55","mc15-45","mc14-75","mc12-202","mc10-114","mc9-166","mc8-107","mc7-196","mc5-176","mc4-84"
"W2054228","mc192-9","mc193-10","mc178-3","mc165-12","mc154-5","mc155-10","mc145-3","mc136-2","mc129-6","mc122-2","mc137-2","mc116-2","mc111-4","mc106-4","mc102-1","mc98-5","mc94-8","mc97-5","mc90-5","mc84-1","mc87-8","mc78-5","mc74-1","mc76-4","mc81-6","mc72-6","mc71-10","mc66-10","mc69-1","mc61-10","mc59-12","mc64-10","mc58-1","mc54-8","mc51-2","mc45-2","mc46-2","mc42-12","mc38-12","mc33-11","mc34-11","mc29-23","mc27-15","mc26-1","mc23-1","mc22-2","mc19-17","mc18-132","mc16-97","mc15-2","mc14-8","mc12-6","mc10-1","mc9-8","mc8-13","mc7-3","mc5-113","mc4-120"
"W2054240","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-15","mc94-10","mc97-10","mc90-17","mc84-22","mc87-12","mc78-14","mc74-14","mc76-14","mc81-14","mc72-17","mc71-13","mc66-14","mc69-11","mc61-12","mc59-17","mc64-13","mc58-17","mc54-16","mc51-21","mc45-17","mc46-22","mc42-44","mc38-50","mc33-55","mc34-33","mc29-31","mc27-77","mc26-45","mc23-44","mc22-75","mc19-60","mc18-83","mc16-87","mc15-104","mc14-55","mc12-174","mc10-104","mc9-110","mc8-292","mc7-317","mc5-271","mc4-193"
"W2054244","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-42","mc33-50","mc34-26","mc29-37","mc27-63","mc26-36","mc23-34","mc22-31","mc19-45","mc18-42","mc16-45","mc15-46","mc14-74","mc12-165","mc10-135","mc9-92","mc8-98","mc7-167","mc5-183","mc4-83"
"W2054257","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-36","mc69-26","mc61-39","mc59-31","mc64-31","mc58-38","mc54-44","mc51-34","mc45-49","mc46-42","mc42-26","mc38-36","mc33-35","mc34-60","mc29-51","mc27-87","mc26-92","mc23-47","mc22-101","mc19-116","mc18-68","mc16-61","mc15-97","mc14-108","mc12-81","mc10-223","mc9-233","mc8-275","mc7-258","mc5-404","mc4-28"
"W2054264","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-31","mc69-26","mc61-32","mc59-31","mc64-31","mc58-36","mc54-39","mc51-35","mc45-33","mc46-43","mc42-30","mc38-27","mc33-39","mc34-55","mc29-76","mc27-41","mc26-67","mc23-86","mc22-90","mc19-88","mc18-108","mc16-137","mc15-157","mc14-90","mc12-121","mc10-187","mc9-227","mc8-260","mc7-310","mc5-356","mc4-277"
"W2054268","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-16","mc45-19","mc46-26","mc42-45","mc38-48","mc33-54","mc34-32","mc29-29","mc27-81","mc26-91","mc23-45","mc22-34","mc19-104","mc18-60","mc16-85","mc15-57","mc14-161","mc12-89","mc10-103","mc9-132","mc8-7","mc7-29","mc5-127",NA
"W2054270","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-16","mc136-15","mc129-8","mc122-18","mc137-14","mc116-19","mc111-19","mc106-21","mc102-20","mc98-23","mc94-25","mc97-23","mc90-23","mc84-18","mc87-22","mc78-29","mc74-26","mc76-31","mc81-28","mc72-33","mc71-29","mc66-35","mc69-31","mc61-36","mc59-34","mc64-22","mc58-41","mc54-42","mc51-42","mc45-48","mc46-49","mc42-27","mc38-39","mc33-30","mc34-66","mc29-63","mc27-66","mc26-80","mc23-59","mc22-50","mc19-106","mc18-82","mc16-146","mc15-70","mc14-138","mc12-100","mc10-76","mc9-194","mc8-252","mc7-337","mc5-389","mc4-337"
"W2054278","mc192-6","mc193-5","mc178-13","mc165-1","mc154-10","mc155-3","mc145-8","mc136-8","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-14","mc54-15","mc51-20","mc45-20","mc46-20","mc42-42","mc38-51","mc33-60","mc34-23","mc29-41","mc27-53","mc26-29","mc23-42","mc22-39","mc19-37","mc18-51","mc16-39","mc15-60","mc14-56","mc12-139","mc10-91","mc9-146","mc8-130","mc7-134","mc5-262","mc4-97"
"W2054286","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-15","mc69-11","mc61-19","mc59-17","mc64-15","mc58-17","mc54-18","mc51-15","mc45-21","mc46-25","mc42-39","mc38-43","mc33-48","mc34-22","mc29-36","mc27-61","mc26-41","mc23-39","mc22-38","mc19-36","mc18-56","mc16-40","mc15-67","mc14-62","mc12-150","mc10-121","mc9-94","mc8-134","mc7-153","mc5-166","mc4-180"
"W2054295","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-10","mc61-20","mc59-19","mc64-16","mc58-15","mc54-20","mc51-18","mc45-23","mc46-27","mc42-38","mc38-44","mc33-52","mc34-21","mc29-34","mc27-60","mc26-30","mc23-30","mc22-44","mc19-42","mc18-36","mc16-55","mc15-50","mc14-77","mc12-155","mc10-131","mc9-83","mc8-105","mc7-181","mc5-186","mc4-78"
"W2054326","mc192-5","mc193-3","mc178-8","mc165-5","mc154-6","mc155-5","mc145-16","mc136-10","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-19","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-46","mc46-52","mc42-29","mc38-38","mc33-31","mc34-53","mc29-61","mc27-67","mc26-56","mc23-72","mc22-72","mc19-64","mc18-70","mc16-74","mc15-75","mc14-106","mc12-188","mc10-144","mc9-151","mc8-216","mc7-355","mc5-433","mc4-318"
"W2054336","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-21","mc61-17","mc59-39","mc64-12","mc58-14","mc54-22","mc51-24","mc45-26","mc46-20","mc42-42","mc38-41","mc33-47","mc34-23","mc29-49","mc27-53","mc26-40","mc23-42","mc22-39","mc19-47","mc18-104","mc16-133","mc15-56","mc14-153","mc12-145","mc10-90","mc9-146","mc8-121","mc7-138","mc5-164","mc4-96"
"W2054347","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-47","mc33-56","mc34-29","mc29-27","mc27-87","mc26-37","mc23-31","mc22-35","mc19-66","mc18-50","mc16-84","mc15-54","mc14-117","mc12-138","mc10-85","mc9-106","mc8-114","mc7-194","mc5-205","mc4-138"
"W2054357","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-16","mc136-15","mc129-8","mc122-18","mc137-14","mc116-19","mc111-19","mc106-21","mc102-20","mc98-23","mc94-25","mc97-23","mc90-23","mc84-18","mc87-22","mc78-29","mc74-26","mc76-31","mc81-28","mc72-33","mc71-29","mc66-35","mc69-31","mc61-36","mc59-34","mc64-22","mc58-41","mc54-42","mc51-40","mc45-48","mc46-49","mc42-27","mc38-33","mc33-33","mc34-66","mc29-78","mc27-37","mc26-84","mc23-88","mc22-62","mc19-93","mc18-120","mc16-151","mc15-131","mc14-113","mc12-66","mc10-156","mc9-175","mc8-169","mc7-309","mc5-303","mc4-334"
"W2054358","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-16","mc136-15","mc129-8","mc122-18","mc137-14","mc116-19","mc111-19","mc106-21","mc102-20","mc98-23","mc94-24","mc97-23","mc90-22","mc84-18","mc87-27","mc78-30","mc74-30","mc76-30","mc81-29","mc72-32","mc71-27","mc66-34","mc69-27","mc61-31","mc59-27","mc64-33","mc58-39","mc54-34","mc51-37","mc45-51","mc46-45","mc42-18","mc38-23","mc33-43","mc34-67","mc29-58","mc27-29","mc26-70","mc23-90","mc22-54","mc19-87","mc18-101","mc16-134","mc15-82","mc14-150","mc12-126","mc10-164","mc9-226","mc8-256","mc7-305","mc5-424","mc4-236"
"W2054363","mc192-8","mc193-9","mc178-2","mc165-11","mc154-3","mc155-8","mc145-5","mc136-5","mc129-2","mc122-6","mc137-5","mc116-5","mc111-6","mc106-8","mc102-8","mc98-8","mc94-2","mc97-8","mc90-2","mc84-9","mc87-2","mc78-9","mc74-9","mc76-2","mc81-8","mc72-3","mc71-3","mc66-4","mc69-3","mc61-3","mc59-6","mc64-4","mc58-5","mc54-4","mc51-11","mc45-12","mc46-7","mc42-4","mc38-2","mc33-5","mc34-10","mc29-7","mc27-7","mc26-6","mc23-19","mc22-9","mc19-13","mc18-10","mc16-1","mc15-13","mc14-26","mc12-24","mc10-22","mc9-40","mc8-47","mc7-51","mc5-146","mc4-553"
"W2054370","mc192-12","mc193-7","mc178-4","mc165-13","mc154-15","mc155-7","mc145-12","mc136-13","mc129-1","mc122-15","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-14","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-31","mc69-26","mc61-32","mc59-31","mc64-31","mc58-36","mc54-39","mc51-35","mc45-33","mc46-43","mc42-30","mc38-25","mc33-44","mc34-57","mc29-26","mc27-47","mc26-68","mc23-95","mc22-97","mc19-86","mc18-106","mc16-129","mc15-142","mc14-98","mc12-1","mc10-178","mc9-17","mc8-6","mc7-22","mc5-115","mc4-292"
"W2054377","mc192-6","mc193-5","mc178-13","mc165-2","mc154-10","mc155-2","mc145-9","mc136-8","mc129-12","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-42","mc33-49","mc34-31","mc29-39","mc27-54","mc26-39","mc23-35","mc22-33","mc19-39","mc18-44","mc16-47","mc15-64","mc14-71","mc12-159","mc10-122","mc9-100","mc8-143","mc7-137","mc5-260","mc4-155"
"W2054391","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-7","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-17","mc94-15","mc97-13","mc90-11","mc84-17","mc87-11","mc78-13","mc74-19","mc76-13","mc81-11","mc72-19","mc71-19","mc66-25","mc69-20","mc61-16","mc59-40","mc64-27","mc58-24","mc54-21","mc51-22","mc45-40","mc46-33","mc42-52","mc38-54","mc33-34","mc34-35","mc29-49","mc27-86","mc26-57","mc23-73","mc22-66","mc19-113","mc18-85","mc16-75","mc15-108","mc14-128","mc12-178","mc10-217","mc9-142","mc8-129","mc7-126","mc5-233","mc4-221"
"W2054392","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-19","mc81-11","mc72-19","mc71-18","mc66-21","mc69-21","mc61-15","mc59-39","mc64-14","mc58-18","mc54-17","mc51-23","mc45-18","mc46-19","mc42-43","mc38-51","mc33-59","mc34-31","mc29-54","mc27-54","mc26-34","mc23-40","mc22-70","mc19-39","mc18-43","mc16-39","mc15-62","mc14-132","mc12-149","mc10-96","mc9-103","mc8-132","mc7-123","mc5-218","mc4-196"
"W2054399","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-14","mc54-15","mc51-20","mc45-20","mc46-20","mc42-42","mc38-52","mc33-58","mc34-30","mc29-41","mc27-53","mc26-29","mc23-43","mc22-62","mc19-93","mc18-118","mc16-151","mc15-69","mc14-139","mc12-103","mc10-209","mc9-222","mc8-251","mc7-306","mc5-384","mc4-338"
"W2054416","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-19","mc81-11","mc72-19","mc71-19","mc66-21","mc69-20","mc61-16","mc59-40","mc64-27","mc58-24","mc54-22","mc51-22","mc45-40","mc46-31","mc42-42","mc38-55","mc33-47","mc34-23","mc29-28","mc27-80","mc26-93","mc23-42","mc22-39","mc19-47","mc18-48","mc16-59","mc15-99","mc14-123","mc12-169","mc10-214","mc9-126","mc8-223","mc7-347","mc5-346","mc4-358"
"W2054424","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-47","mc33-56","mc34-29","mc29-38","mc27-59","mc26-37","mc23-37","mc22-35","mc19-49","mc18-50","mc16-84","mc15-54","mc14-82","mc12-138","mc10-85","mc9-106","mc8-114","mc7-194","mc5-274","mc4-163"
"W2054425","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-10","mc122-16","mc137-16","mc116-18","mc111-17","mc106-18","mc102-22","mc98-20","mc94-20","mc97-21","mc90-25","mc84-12","mc87-26","mc78-27","mc74-31","mc76-27","mc81-24","mc72-28","mc71-32","mc66-36","mc69-26","mc61-39","mc59-31","mc64-31","mc58-38","mc54-44","mc51-34","mc45-49","mc46-42","mc42-26","mc38-36","mc33-35","mc34-55","mc29-76","mc27-41","mc26-66","mc23-62","mc22-91","mc19-117","mc18-94","mc16-139","mc15-156","mc14-97","mc12-115","mc10-192","mc9-149","mc8-212","mc7-324","mc5-222","mc4-256"
"W2054447","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-16","mc136-15","mc129-9","mc122-19","mc137-13","mc116-13","mc111-21","mc106-19","mc102-19","mc98-22","mc94-24","mc97-24","mc90-22","mc84-19","mc87-23","mc78-30","mc74-30","mc76-30","mc81-29","mc72-32","mc71-27","mc66-34","mc69-34","mc61-31","mc59-35","mc64-25","mc58-39","mc54-34","mc51-41","mc45-47","mc46-34","mc42-25","mc38-32","mc33-37","mc34-54","mc29-65","mc27-40","mc26-82","mc23-54","mc22-101","mc19-116","mc18-96","mc16-110","mc15-153","mc14-96","mc12-119","mc10-191","mc9-260","mc8-294","mc7-293","mc5-353","mc4-294"
"W2054477","mc192-2","mc193-1","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-11","mc122-9","mc137-17","mc116-16","mc111-16","mc106-17","mc102-21","mc98-21","mc94-16","mc97-13","mc90-24","mc84-17","mc87-24","mc78-13","mc74-11","mc76-20","mc81-23","mc72-18","mc71-19","mc66-18","mc69-20","mc61-16","mc59-40","mc64-28","mc58-21","mc54-30","mc51-22","mc45-40","mc46-31","mc42-55","mc38-60","mc33-71","mc34-36","mc29-50","mc27-76","mc26-58","mc23-74","mc22-57","mc19-67","mc18-82","mc16-73","mc15-96","mc14-176","mc12-113","mc10-80","mc9-141","mc8-220","mc7-144","mc5-235","mc4-249"
"W2054482","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-14","mc66-15","mc69-11","mc61-19","mc59-17","mc64-15","mc58-17","mc54-18","mc51-15","mc45-21","mc46-18","mc42-39","mc38-43","mc33-48","mc34-27","mc29-33","mc27-61","mc26-41","mc23-39","mc22-38","mc19-36","mc18-56","mc16-42","mc15-67","mc14-61","mc12-149","mc10-120","mc9-135","mc8-126","mc7-221","mc5-156","mc4-150"
"W2054506","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-13","mc136-16","mc129-9","mc122-19","mc137-13","mc116-13","mc111-18","mc106-20","mc102-19","mc98-22","mc94-22","mc97-11","mc90-10","mc84-19","mc87-9","mc78-12","mc74-25","mc76-23","mc81-12","mc72-31","mc71-30","mc66-33","mc69-33","mc61-38","mc59-38","mc64-23","mc58-37","mc54-43","mc51-43","mc45-53","mc46-52","mc42-29","mc38-34","mc33-28","mc34-53","mc29-61","mc27-67","mc26-81","mc23-49","mc22-72","mc19-96","mc18-95","mc16-130","mc15-117","mc14-148","mc12-112","mc10-79","mc9-159","mc8-224","mc7-261","mc5-437","mc4-26"
"W2054508","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-16","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-37","mc38-46","mc33-51","mc34-21","mc29-35","mc27-64","mc26-31","mc23-31","mc22-43","mc19-48","mc18-40","mc16-44","mc15-49","mc14-78","mc12-151","mc10-130","mc9-163","mc8-149","mc7-204","mc5-228","mc4-242"
